user_id,user_name,user_performance_tier
471,ericscheirer,0.0
472,owenastrachan,0.0
473,davidmcpherson,0.0
474,irajordison,0.0
476,keithistler,0.0
478,judowill,1.0
479,mihaiclaudiutoader,0.0
480,eghm480,0.0
481,henderson0,0.0
482,warnerbrueckmann,0.0
483,karlhallowell,0.0
484,eve484,0.0
485,mclauss,0.0
486,michaelcampbell,0.0
487,fullnamerequired,0.0
488,bhaskarb,0.0
489,stanleydeboer,0.0
490,neilhalelamien,0.0
491,amcdonald,0.0
492,erickaufmann,0.0
493,lesliefine,0.0
494,gregfeeney,0.0
495,nedkumar,0.0
496,bradabrams,0.0
497,carlosjoa,0.0
498,adamcook,0.0
499,jonbull,0.0
500,jonathansteinhart,0.0
501,richfulton,0.0
502,robertlee0,0.0
503,sankarsekar,0.0
504,gordonfreeman0,0.0
505,roselingeorge,0.0
506,csegura,2.0
507,wangfelix,1.0
508,alejandrollorentepinto,0.0
510,jsheehy0,0.0
511,robertcoursen,0.0
512,ttchu512,1.0
513,kevinliston,0.0
514,mike514,0.0
516,ulkeriko,0.0
517,kliang,1.0
518,darrenbaker,0.0
519,jkrijthe,1.0
520,john1520,0.0
523,derekdevine,0.0
524,ashtondesilva,0.0
525,bhagwat,0.0
526,raghavnprasad,1.0
527,lui527,0.0
528,erickodjoralph,0.0
529,saurabhsinghal,0.0
530,ashisroy,0.0
531,antonballus,0.0
532,ugk532,0.0
533,roccurve,0.0
534,yilmaz,0.0
535,jamesalexander,0.0
536,danielberns,0.0
537,zanderxyz,0.0
538,fabiankaelin,0.0
539,alainschmid,0.0
540,brenthall,0.0
541,paulgarrett,0.0
542,flovv542,0.0
543,quansun,3.0
544,ryan544,0.0
545,amanda,0.0
546,pavankumarpalety,0.0
547,bargavasubramanian,0.0
548,ben548,0.0
549,prashantmaheshwari,0.0
550,alz550,0.0
551,uday551,0.0
552,ankitbansal,0.0
553,davidwalker0,0.0
554,teaspoon,1.0
555,neelima0,0.0
556,emilygoldbloom,0.0
557,tomaskarpati,0.0
558,gianlucabaio,0.0
559,anuradha,0.0
560,pierrehuguescarmichael,0.0
561,vikasraykar,2.0
562,eyleyl,0.0
563,vegardryan,0.0
564,dainiszegners,1.0
565,davidshanks,0.0
566,gmdhshell,0.0
567,melissaanderson,0.0
568,danielshaw0,0.0
569,philipharslett,1.0
570,amarkos,1.0
571,shelata,0.0
573,mingzhou0,0.0
574,foswald,1.0
575,alexdavis,0.0
576,alasdairblain,0.0
577,jopisch,1.0
578,skriskaufman,0.0
579,alexsotelo,0.0
580,matthew,0.0
581,onurozkan,0.0
583,thomasmahony,1.0
584,qhumpty,0.0
585,samohyl,0.0
586,strandmark,1.0
587,adityanpaunikar,0.0
588,mayank,0.0
589,rejoy589,0.0
592,davidchen,0.0
593,dcl593,0.0
594,peterskomoroch,0.0
595,ibalashov,0.0
596,ben1596,2.0
597,hecosowi,0.0
598,dmitrytyazhlov,0.0
599,lucysheppard,0.0
600,andrewmehrton,0.0
601,neilkodner,0.0
602,wahalulu,0.0
603,rcprati,0.0
604,michaelgrube,0.0
605,sdutta,0.0
606,tcash21,1.0
607,justinwoo,0.0
608,jeargle,0.0
609,jimshaw,0.0
612,jasonellis,0.0
613,jlopez1967,0.0
614,tuananhpham,0.0
615,stevesimon,0.0
617,jeremygkahn,0.0
620,brentcastle,0.0
621,alphakings,0.0
622,andrewjessup,0.0
623,markku,0.0
624,sciencerobot,0.0
625,rodney0,0.0
626,loganfrederick,0.0
627,toddhamilk,0.0
629,richard,0.0
631,thymusvulgaris,1.0
632,leslie0,0.0
633,felixthoemmes,0.0
634,altons,1.0
635,stevenevangelista,1.0
636,shollerssadex,0.0
637,chrismac,0.0
638,lucassinclair,0.0
639,jarosz,0.0
640,yasir640,0.0
641,yangli0,0.0
642,gregsafarz,0.0
643,isvanalbert,0.0
644,pierrelindenbaum,0.0
645,ulrichdkadolsky,0.0
646,andrewpocock,0.0
647,bradpennington,1.0
648,brentp,0.0
649,christopherbennett,0.0
650,dalloliogm,0.0
651,mikek651,0.0
652,jodybiggs,1.0
653,magus653,1.0
654,cduffy,0.0
655,simon655,0.0
656,sietetacos,1.0
657,stephenwright,0.0
658,pingzhang0,0.0
659,chris659,0.0
661,timderzauberer,0.0
662,burkhardheil,0.0
663,bwaas663,1.0
664,theomccormick,0.0
665,venkatakirankumar,0.0
666,apurva,0.0
667,sravanthi,0.0
668,james668,0.0
669,alainclapaud,0.0
670,samuelwu,0.0
671,eric1671,0.0
672,paulharrigan,1.0
673,brucetabor,1.0
674,indexhtml,1.0
675,jefallbright,0.0
676,wnigro,0.0
677,patricklam,0.0
678,srihari,0.0
679,danpenny,0.0
680,pvk680,1.0
681,tim681,0.0
682,danfornika,0.0
683,petercheiwaypan,0.0
684,dimmu684,0.0
685,yikong,0.0
686,murpen,1.0
687,nlancehepler,0.0
688,mikemontalvo,0.0
689,hectorgonzalez,0.0
690,eban690,0.0
692,mateuszb,0.0
693,cruncher,1.0
694,miketung,1.0
695,davidnehme0,0.0
696,nicokist,0.0
697,tomanthony,0.0
699,elirodgersmelnick,0.0
700,garylowell,0.0
701,jasontrigg,2.0
703,rajstennajbarrabas,1.0
704,jbcorwin,0.0
705,sebastianraaphorst,0.0
706,nilsonsantosfigueiredojunior,0.0
707,jimjones0,0.0
708,josh708,0.0
709,tomwhite0,0.0
710,valtron,2.0
711,naddiseo,1.0
712,joellleoj,0.0
713,clueless0,2.0
714,ne714714,0.0
715,catalinp,0.0
716,sloanseven,0.0
718,michaelpew,0.0
719,eric2719,0.0
720,ivan720,0.0
721,telmomenezes,0.0
722,fredriklysholm,1.0
723,troystrum,0.0
724,prasad,0.0
725,peterlytle,0.0
726,teamben,3.0
727,jonca820,2.0
728,corygiles,1.0
729,andrewjaffe,1.0
730,josiahzayner,0.0
731,vineethsurendranath,0.0
732,siber732,0.0
733,ranjeetapegu,0.0
734,sunil734,1.0
735,zork735,0.0
736,unconnected,0.0
737,sebastien,0.0
738,benoberkfell,0.0
739,nunomendes,0.0
740,diegodominguez,0.0
741,danielcota,0.0
742,mchang,1.0
743,nathancrawford,0.0
744,elijahgregory,0.0
745,xiechao,2.0
746,laserbled,0.0
747,paulbraddon,1.0
748,danieltay,0.0
749,shlomoshellim,0.0
750,nageshbhattu,0.0
751,thisisme,1.0
752,jseoane,1.0
753,joaoandrecarrico,0.0
754,danevans,1.0
755,cwickham,1.0
756,chris756,0.0
757,gregs757,0.0
758,herbsusmann,0.0
759,robertpatro,0.0
760,jaredsuppasansathorn,0.0
761,larryhiller,0.0
762,computing,0.0
763,sdvillal,2.0
764,alfonsoeromero,1.0
765,rchurchill,1.0
766,xlvector,1.0
767,jonathanchan,2.0
768,manishsaggar,1.0
769,franciscoalexandre,1.0
770,dashagen,1.0
771,cveregge,0.0
772,bengtvagnhammar,0.0
773,mhzashtiani,0.0
774,srctaha,1.0
775,marina,0.0
776,hugojairescalante,2.0
777,gurdalertek,0.0
778,enesmakalic,2.0
779,wijayatunga,0.0
780,michaelwatson,0.0
781,peterrijnbeek,0.0
782,dmn001,0.0
783,rouxelite,0.0
784,gfreeman82,1.0
785,alexander,0.0
786,niall786,1.0
787,craigkelly,0.0
788,jacklewis,0.0
789,defibrylator,0.0
790,ac790790,0.0
791,vitorcoliveira,0.0
792,rfeather,2.0
793,jeffdickherber,0.0
794,sandrocamargo,0.0
795,georgeaperdrizet,0.0
796,kevinmcconway,0.0
797,peterdijkstra,0.0
798,vivekvichare,1.0
799,eddie799,0.0
801,markgoodall,1.0
802,pmangg,0.0
803,peterc,1.0
804,nicholashenderson,0.0
805,nikelin,0.0
806,wenpinghsieh,0.0
807,tammy807,0.0
808,alexxanderlarko,4.0
809,john2809,0.0
810,chuchenglin,0.0
811,josipsumecki,1.0
813,dismallearning,0.0
814,ashley0,0.0
815,da2010,0.0
816,derekgatherer,1.0
817,derekborba,1.0
818,chaminda,0.0
819,chihlisung,0.0
820,g9724517,1.0
821,roytseng,1.0
823,neilmclachlan,0.0
824,bennyhohyuekang,0.0
825,tempname0,1.0
826,barbarabryant,0.0
827,bonghyunkim,0.0
828,stevenbaehr,0.0
829,adamhusein,3.0
830,danielourada,0.0
831,joey831,1.0
832,drone832,0.0
833,varunachalam,1.0
834,seifeddineabbassi,0.0
835,jzbontar,3.0
836,benholloway,0.0
838,larsschmidtthieme,1.0
839,sl839839,1.0
840,jm840840,1.0
841,angelemunozzavala,0.0
842,yuhsuanchang,1.0
843,christosnoutsos,0.0
844,vincent,0.0
845,tylerc0,0.0
846,peter846,0.0
847,arturobermudez,0.0
848,compbio,0.0
849,peterjsmith,0.0
850,keith850,0.0
851,miha851,1.0
852,ianclements,0.0
853,stevengibbs,0.0
854,maxsimpson,0.0
855,imagedoctor,2.0
856,johnbibby,0.0
857,niksabosnic,0.0
858,john3858,0.0
859,benjaminchalmers,0.0
860,johnfoley,0.0
861,jacksinn,0.0
862,johnclark,0.0
863,gizem863,1.0
864,arnausanchez,0.0
865,marywatson,0.0
866,israel,0.0
867,danielsheldon,0.0
868,andrewhill,0.0
869,johnzheng,0.0
870,gennettegill,0.0
871,daniel,0.0
873,jwhite,1.0
874,matthewspraggs,0.0
875,lzagar,1.0
876,davefraser0,0.0
877,andypryke,1.0
878,sarahcoughlan,0.0
879,cnick879,1.0
880,petergiblin,0.0
881,johnshirley,0.0
882,jstreet,1.0
883,peterives,0.0
884,oyelolaadegboye,0.0
885,marklyonsamos,0.0
886,juzer886,0.0
887,hugmee,3.0
888,petermeier,0.0
889,andrew0,0.0
890,johnshortmoor,0.0
891,frankbrathwaite,0.0
892,kenamaher,0.0
893,burcu893,0.0
894,pelinyilmazlar,1.0
895,sabine0,1.0
896,emreaydogdu,1.0
897,tugbaoruc,0.0
898,emrahyildiz,1.0
899,tuncyilmaz,1.0
900,akinselcuk,0.0
901,umay901,0.0
902,gizem1,1.0
903,deniz903,1.0
904,berkan0,0.0
905,halilyavuzbozkurt,0.0
906,selin906,0.0
907,tugcearikan,0.0
908,metesevinc,0.0
909,seda909,0.0
911,pseudomonas,0.0
912,siemongerharddijkstra,0.0
913,frank913,0.0
914,alan914,1.0
915,alexjones0,0.0
916,mark916,0.0
917,michaelcrotty,1.0
918,edwardgreenfield,0.0
919,owen919,0.0
920,mervinmcminn,0.0
921,nchamukong,1.0
922,jonathancarter,0.0
923,eloisekaizar,0.0
924,syzygy,0.0
926,dirknbr,3.0
927,visar927,0.0
928,teuvomaansiirtokone,0.0
929,richardeveritt,0.0
930,markzarbadami,1.0
931,bestdaze,0.0
932,nilsolvegillund,0.0
933,paperplates,1.0
934,jarrett,0.0
936,janesturges,0.0
937,alexandruchircu,1.0
938,macuyiko,0.0
939,patrickfitzgerald,0.0
940,bryanoh,0.0
941,deanattali,0.0
942,kensavage,0.0
943,gordonhennesy,0.0
944,animeshsharma0,0.0
945,jonipaananen,0.0
946,keithjansma,0.0
947,vasandgvd,0.0
948,christsang,0.0
949,mickie,1.0
950,alexspeller,0.0
951,tonetheman,0.0
953,maverick,1.0
954,bdends,0.0
955,tom955,0.0
956,chrisa,1.0
957,marks957,0.0
958,katherinejackson,0.0
959,bjornmagnusmathisen,0.0
960,joris960,0.0
961,viromatic,0.0
962,zacharyjoyner,1.0
963,lukedurant,1.0
965,jeromyanglim,0.0
966,lachlanmusicman,0.0
967,josh1967,0.0
968,johnberry,0.0
969,jasonbourne0,0.0
970,ata970,1.0
971,cybaea,1.0
972,reece972,0.0
973,sprocket,1.0
974,nickschurch,0.0
975,kenroe,0.0
976,chris976,0.0
978,coffin,1.0
979,alex979,0.0
980,janblom,0.0
981,harry981,0.0
982,georgelianos,0.0
983,markwoodbridge,0.0
985,stuartsmith0,0.0
986,alex1986,1.0
987,heitzigj,1.0
988,kaybenleroll,0.0
989,jon989,0.0
990,abbie990,0.0
991,abbie1,1.0
992,erickalphonse,0.0
993,benhamner,3.0
994,chris994,0.0
995,aidanfindlater,0.0
996,klafka,1.0
998,heindonner,1.0
999,system1111,1.0
1000,kevin1000,1.0
1001,benparker0,0.0
1003,oparinvsevolod,0.0
1004,jasonkarpeles,3.0
1005,edgar1005,0.0
1007,pbk1007,0.0
1009,juricalevatic,1.0
1010,markko,0.0
1011,charlotteholloway,0.0
1012,robinnes,0.0
1013,mikeward,0.0
1014,williambriggs,0.0
1015,jinzhang,0.0
1016,jpmorgan0,0.0
1017,goldmansachs,0.0
1018,sammyngugi,0.0
1019,peterclerinx,0.0
1020,peterclerinx1,0.0
1022,shreyshahi,2.0
1023,diplomatech,0.0
1024,matfogarty,0.0
1025,imani1025,0.0
1027,danskebank,0.0
1028,jorgealmeida,0.0
1030,avimarcus0,0.0
1031,rickyonsman,1.0
1032,richardcook0,0.0
1033,dbaclin,1.0
1034,tejas1034,0.0
1035,timjcu,1.0
1036,jayanthijayakumar,0.0
1039,anthonysycamore,0.0
1040,rr1040,0.0
1042,ubs1042,0.0
1044,sindis,0.0
1045,louisduclosgosselin,2.0
1046,mikeenever,0.0
1047,jehona0,0.0
1048,andyq1048,0.0
1049,somandep,0.0
1050,josejones,0.0
1051,petercurati,0.0
1052,martinlee0,0.0
1053,alexdicks,1.0
1054,dec1054,0.0
1055,yarook,1.0
1056,chris1056,0.0
1057,chrisjohnson,0.0
1058,wkchew,1.0
1059,kreyes,0.0
1060,anonymous,0.0
1061,jameshare,0.0
1062,pm46100,0.0
1063,julianbuhagiar,1.0
1064,williamburns,0.0
1065,dennisgregorovic,0.0
1066,emirdelic,1.0
1067,tangasmaster,1.0
1068,rodrigogonzales,0.0
1069,david1069,1.0
1070,andre1070,0.0
1071,markduggan,1.0
1072,arthur,0.0
1073,erichmirabal,0.0
1074,jpreszler,0.0
1075,mikesaitta,0.0
1077,cjbayesian,1.0
1078,csstieber,0.0
1079,travismiller,0.0
1080,greg1080,0.0
1081,clarkmoody,0.0
1082,fernando1082,0.0
1083,cvetomir,0.0
1084,luciano0,0.0
1085,kylehill,0.0
1086,rodrigo,0.0
1087,brianmathieson,1.0
1088,dave1088,1.0
1089,christophergriffin,0.0
1090,paulisundberg,0.0
1091,damico,0.0
1093,davidbrillinger,1.0
1094,stuarttrail,0.0
1095,shewangzawkebede,0.0
1096,ingifinnsson,0.0
1097,elmentecatomayor,0.0
1098,rogo1098,0.0
1099,matthewkowalsky,0.0
1100,matthewpickering,0.0
1101,paulnichols,0.0
1102,rossrichey,0.0
1103,martinharrigan,0.0
1104,katherinekang,0.0
1105,shahram0,0.0
1106,nagkuldeepvijayadevan,0.0
1107,chrisrogaski,0.0
1108,danielhoey,0.0
1109,nchaudhr,0.0
1110,gabriella0,0.0
1111,jamesdoecke,0.0
1113,albertjesudason,0.0
1114,stephenliu0423,1.0
1115,billyhawkinson,0.0
1116,edwardchalk,0.0
1117,georgemaynard,0.0
1118,alex21118,0.0
1119,sidekicker,0.0
1121,marc1121,0.0
1122,alberto,0.0
1123,joe11123,1.0
1124,philippe0,0.0
1125,robinengelhardt,1.0
1126,oliverstjohn,0.0
1127,penphornsaetang,1.0
1128,erikmalinowski,0.0
1129,gajendraraghava,0.0
1130,mbkamdar,0.0
1132,mamoonrashid,0.0
1133,danpearce,1.0
1134,sharath,0.0
1135,shamsudheenkv,0.0
1136,minhtrinh,1.0
1137,bagdevimishra,0.0
1138,sumanjandhyala,1.0
1139,vikaskumar0,0.0
1140,akhil1140,0.0
1141,bipin1141,0.0
1142,rm1142,0.0
1143,sudev1143,0.0
1144,dumitru0,0.0
1145,banditti,0.0
1146,bradhessel,1.0
1147,holgerknust,1.0
1148,shankaracharya,0.0
1149,pushpdeepmishra,0.0
1150,noahfreed,1.0
1151,davidblake,0.0
1152,naman1152,0.0
1153,sudharsana,0.0
1154,amolpbhondekar,0.0
1155,ypandit,1.0
1156,lakshmananjagannathan,0.0
1157,pablasarabjot,0.0
1158,sireesha0,0.0
1159,bharatpanwar0,0.0
1160,ravikumar,0.0
1162,purusottam,0.0
1163,priyadas,0.0
1164,salampradeep,0.0
1165,manojkumar0,0.0
1167,bengle,1.0
1168,davesowerby,1.0
1169,mike21169,1.0
1170,magnealdrin,1.0
1171,derek1171,0.0
1172,barliant,1.0
1173,toppy1173,1.0
1174,dan11174,1.0
1175,stuti1175,0.0
1176,leighherdman,0.0
1177,nilesh,0.0
1178,michaelevans,0.0
1179,leighherdman1,1.0
1180,samkang,0.0
1181,nassersaidi,0.0
1182,harinder0,0.0
1183,richardmay,0.0
1184,boscoemmanuel,0.0
1185,bosco1185,0.0
1186,asif1186,0.0
1187,kunwarpsingh,0.0
1188,edmund0,1.0
1189,christopherhart0,0.0
1190,denigoe,0.0
1191,gijsbruyn,0.0
1192,dakuang0,0.0
1193,jamesdevine,1.0
1194,cduttaslab,0.0
1195,tossapon,0.0
1196,lucienpech,0.0
1197,manojkumar1,0.0
1198,chandrankp,0.0
1199,lanaplexus,0.0
1200,rohanmohindra,0.0
1201,johnblatz,1.0
1202,alex31202,0.0
1203,geetha0,0.0
1204,dan21204,0.0
1205,stevereed,0.0
1206,theraccoon,1.0
1207,leverw,1.0
1208,alexeybessudnov,0.0
1209,worm1209,1.0
1210,abuzar0,0.0
1211,maryamnazarieh,1.0
1212,jeffreyweintraub,0.0
1213,janil1213,1.0
1214,deephathi,0.0
1215,deephathi1,1.0
1216,hakan1216,1.0
1217,nicholastymeson,0.0
1218,ismaelorenstein,1.0
1219,alenhakobyan,0.0
1220,nealoliver,0.0
1221,greggalloway,1.0
1222,zoltankeszthelyi,1.0
1223,mikeschachter,0.0
1224,satishkumar0,0.0
1225,adas1225,0.0
1226,richa1226,0.0
1227,mahalakshmi0,0.0
1228,davidrabb,1.0
1229,jamitzky,0.0
1230,ianvolante,1.0
1231,nuttacha,1.0
1232,ab32768,0.0
1233,delete,0.0
1234,kelvinwai,0.0
1235,kanopsoponvijit,0.0
1236,mtl1236,1.0
1237,whitegaia,1.0
1238,bootstrap,2.0
1239,jounipousi,0.0
1240,arkadiuszpaterek,1.0
1241,jukkamatilainen,0.0
1242,glenmaher,1.0
1243,paulyoulten,0.0
1244,rishi1244,0.0
1245,nitinkumar,0.0
1246,kaushiksinha,0.0
1247,matthiaswinkelmann0,0.0
1248,ianmahoney,0.0
1249,rafaelbernal,1.0
1250,kenshin,0.0
1251,johnnynash,0.0
1253,mariomedina,0.0
1254,djangostone,0.0
1255,johnnash,0.0
1256,johnnynash1,0.0
1257,alanminor,0.0
1258,cornflame,1.0
1259,johnmeara,0.0
1260,yannisamara,0.0
1261,josejones1,0.0
1262,tracyalloway,1.0
1263,patrourke,0.0
1264,betfair,0.0
1266,adrian,1.0
1267,shalini,0.0
1268,franzl0,0.0
1269,rahulsalunke,1.0
1270,ivanmendez,1.0
1271,martinj,0.0
1272,antonioloaiza,0.0
1273,alfredbaeumler,1.0
1274,alexandru,1.0
1276,rogerkaufmann0,0.0
1277,scott1277,0.0
1278,ria1278,0.0
1279,vidhyarv,0.0
1280,chewxy,0.0
1281,jacey13,0.0
1282,jc1282,1.0
1283,tim11283,1.0
1284,mglheureux,0.0
1285,garethjones0,0.0
1286,hesslingmichael,0.0
1287,jovan1287,0.0
1288,andrea,0.0
1289,nickgoldman,0.0
1290,adamdavison,0.0
1291,luchak,1.0
1292,andrewyuen,0.0
1293,alexpelan,0.0
1294,scottvallance,1.0
1295,titubeta,1.0
1296,rajeshjayaprakash,0.0
1297,nate1297,0.0
1298,sgoodfriend,1.0
1299,nico1299,0.0
1300,brianelwell,3.0
1302,pilny1302,0.0
1303,stefanconrady,0.0
1304,dattam,0.0
1305,martinahrens,0.0
1306,alvarogil,0.0
1307,krisztianbuza,1.0
1308,thomaslotze,1.0
1309,adambossy,0.0
1310,veenabhat,0.0
1311,bernard,1.0
1312,chen1312,1.0
1313,irfanmnoer,0.0
1314,echowuhao,1.0
1315,angsumanpal,0.0
1316,angsumanpal1,0.0
1317,nickm1317,0.0
1318,les1318,0.0
1319,alexandramcarvalho,0.0
1320,majormko,0.0
1321,mark11321,0.0
1323,hsekol,0.0
1324,davidpaul,0.0
1325,faisalzulhumadi,0.0
1326,wilsonauyeung,0.0
1327,sonids,1.0
1331,gurjeetsingh0,0.0
1332,nicholasstender,1.0
1333,andygee,1.0
1334,ngwa1334,0.0
1335,salimali,4.0
1336,michalfigurski,0.0
1337,vikranth0,0.0
1338,jasonnyrop,0.0
1339,jamie1339,0.0
1340,robertkern,0.0
1341,sahildilwali,0.0
1342,goodi1342,0.0
1343,piccin,0.0
1344,analytics360,0.0
1346,ericl1346,0.0
1347,redfish0,0.0
1348,akshayubhat,0.0
1349,jonatan,0.0
1350,ramshapatel,0.0
1351,michaelquill,0.0
1352,hammami0,0.0
1354,mhammami,0.0
1356,compassucl,3.0
1357,lukasz,0.0
1358,jakubsroczyk,0.0
1359,nishant0,0.0
1361,glhuilli,0.0
1362,roobaron,0.0
1363,adnan1363,0.0
1364,dminno,0.0
1365,gagan1985,0.0
1366,sergeovchinnikov,0.0
1367,eldous,0.0
1368,andrewpocock1,0.0
1369,will1369,1.0
1370,lucindo,0.0
1373,mikeames,1.0
1374,erik1374,1.0
1375,kdesai,0.0
1376,yuchuntang,3.0
1377,amol1377,0.0
1378,lda1378,0.0
1379,ryandoherty,0.0
1380,srikara,0.0
1381,tonychang0,0.0
1382,goceristan,1.0
1383,kevin1383,0.0
1384,amitds,1.0
1385,conradjakob,0.0
1386,biomystery,0.0
1387,lavanyavivek,0.0
1388,jay1388,1.0
1389,varungupta,0.0
1391,lukasiewicz,0.0
1392,yuhlonghsieh,0.0
1393,wanatsanan,1.0
1394,bif8w1394,1.0
1395,nahiljain,0.0
1396,rafaelcarmo0,0.0
1397,yua1397,0.0
1398,tkwijaya,2.0
1399,wilson,0.0
1400,falzar,0.0
1401,desmond0,0.0
1402,steveeichert,0.0
1403,matthewstrampe,0.0
1404,xiaojunquan,0.0
1406,kanishkasurana,0.0
1407,pjordan0,1.0
1408,jaime1408,1.0
1409,davidedwards,0.0
1410,paul1410,0.0
1413,manishsoni,0.0
1414,shankary,0.0
1415,juancarlosfigueroa,0.0
1417,adolfoalvarezpinto,0.0
1418,sammamish,0.0
1419,jerry1419,0.0
1420,yilindai,1.0
1421,chandrachitiprolu,0.0
1422,junesolver,1.0
1423,kazaukikomoto,0.0
1424,tohgorohmatsui,0.0
1425,girisht,1.0
1426,jaapvink,0.0
1427,sebastianpeter,0.0
1428,siah1428,1.0
1429,sukantsuman,0.0
1430,vivekdesikan0,0.0
1431,vivekrauniyar,0.0
1432,biao1432,0.0
1433,nissimnabar,1.0
1435,luiza1435,0.0
1436,georgekarypis,0.0
1437,takanobumizuta,0.0
1438,manuel0,0.0
1439,claudiorocco,0.0
1440,silviacanale,0.0
1441,michaelmcgowan,0.0
1442,evansmith,0.0
1443,maheshwarnareddy,0.0
1444,johnsparks,1.0
1445,cpenapena,0.0
1446,gabriel,0.0
1447,mairasantos,0.0
1448,mairasantos1,0.0
1449,garybartles,0.0
1450,newmom,0.0
1452,noli1452,0.0
1453,mohamedsidahmed,0.0
1454,chriswatson,0.0
1455,mjahrer,4.0
1456,samkoslowsky,0.0
1457,michael1457,1.0
1458,dylanhogg,2.0
1459,r0b0t0rac1e,0.0
1460,fernandrez,0.0
1461,grzegorzswirszcz,1.0
1462,katsuhikookada,0.0
1463,ongpeiklooi,0.0
1464,hariomshakya,0.0
1465,maxareo,1.0
1466,mack1466,0.0
1467,yashshah0,0.0
1469,samueljebamani,0.0
1470,yuenvincent,0.0
1471,davidcawlfield,0.0
1472,renaudlecoeuche,0.0
1473,more1473,1.0
1474,thepig,1.0
1475,ampazis,0.0
1477,david3,1.0
1478,satheeshramachandran,0.0
1479,mehdi1479,1.0
1480,yinling0,0.0
1481,jk1481,2.0
1482,francoisguillem,2.0
1483,yassertabandeh,4.0
1484,luhenghe,0.0
1485,jccc1485,1.0
1486,colingreen,2.0
1487,will11487,0.0
1488,michaelbissell,0.0
1489,vighnesh0,0.0
1490,joerothermich,0.0
1491,larrydag,1.0
1492,christophewakim,0.0
1493,robertbatusek,1.0
1494,jozokovac,1.0
1495,sivacharan0,0.0
1496,schwyn,1.0
1497,dionwalker,0.0
1498,dsfdfgdfgfdgdfgfdg,0.0
1499,kaushaldeepgakhar,0.0
1500,michael1500,0.0
1501,yuboliu0,0.0
1502,monkey,1.0
1503,yuboliu1,0.0
1505,tejamoy,1.0
1507,michal,0.0
1508,kennethtombs,0.0
1509,barakalmog,0.0
1510,garysmith,0.0
1511,davidwales,0.0
1512,spandit,0.0
1513,tomdireill,0.0
1514,geet1514,0.0
1515,jeanmichelrenders,0.0
1516,azvero,0.0
1517,dermcnor,1.0
1519,oscar1519,0.0
1520,motinisenson,0.0
1521,anthony,0.0
1522,sprezzatura,1.0
1523,jsb1523,1.0
1524,amirarsalan0,0.0
1525,jonathangoldman,0.0
1526,straightroller,1.0
1527,varun1527,1.0
1528,xutian,0.0
1529,chaitanyachemudugunta,0.0
1530,barryhillier,0.0
1531,liyingyan,0.0
1532,luisrodriguez,0.0
1533,davidpangallo,0.0
1534,lichen,2.0
1535,yudivianalmeidacruz,0.0
1536,thomas1536,0.0
1537,prekrish,0.0
1538,shahamer,1.0
1539,abifet,3.0
1540,subgradient0,1.0
1541,judeadamson,0.0
1542,claudiaperlich,1.0
1543,srmenon,0.0
1544,chandreshsanwal,0.0
1545,deeplearningtrack,0.0
1546,siriwan,0.0
1547,jasvipul,0.0
1548,datagub,0.0
1549,chandrashekharprasad,0.0
1550,shivaramkrs,1.0
1551,ankushagarwal,1.0
1552,lucas1552,1.0
1553,edramsden,3.0
1554,cyberf,1.0
1555,pierre,1.0
1556,christian,0.0
1557,harshsinghal,1.0
1558,joestephan,0.0
1559,michaelyu0,0.0
1560,danieltureo,0.0
1561,catebarker,0.0
